name,citations,order
Win,20,first
Witek,120,first
Wittington,188,last
Wolf,102,first
Wong,394,first
Woods,21,first
Wortham,37,first
Wouters,312,first
Wree,554,first
Wright,315,last
Wu,46,last
Xanthakos,71,first
Xiao,142,first
Xie,121,first
Xu,105,first
Yakaryilmaz,100,first
Yalamanchili,96,first
Yalniz,72,first
Yamada,67,first
Yamaguchi,607,first
Yamamoto,245,first
Yamanouchi,86,last
Yamauchi,24,first
Yamazaki,74,first
Yang,358,first
Yao,26,last
Yasui,231,first
Yatsuji,167,first
Yazdi,50,last
Ye,71,last
Yeh,940,first
Yeomans,29,last
Yerian,24,last
Yesilova,37,first
Yilmaz,794,first
Ying,37,first
Yki-Järvinen,761,first
Yodoi,174,last
Yokohama,858,first
Yoneda,1223,first
Yoneyama,64,last
Yoshida,102,last
Yoshiike,58,first
Yoshiji,35,first
Yoshikawa,247,last
Yoshimatsu,34,first
Yoshimura,36,last
Yoshioka,68,first
Young,38,last
Younossi,575,first
Youssef,179,first
Yu,229,last
Yuan,42,first
Yukawa,52,last
Zaima,93,first
Zampella,50,last
Zanlungo,39,last
Zarrinpar,44,first
Zatloukal,315,first
Zein,865,first
Zelber-Sagi,197,first
Zeller,129,last
Zeng,22,last
Zezos,44,first
Zhan,54,first
Zhang,682,first
Zheng,63,first
Zhu,537,first
Ziamajidi,47,first
Zimmermann,254,first
Zoller,30,first
da,132,first
de,2229,first
le,568,last
the,60,last
van,144,first
Štimac,57,last
Özer,27,last
Ünalp,88,last
