name,citations,order
Omagari,42,first
Oneta,24,first
Ong,330,first
Ono,39,first
Orlacchio,27,first
Ortiz,168,first
Osaki,47,first
Osman,21,first
Ota,149,first
Otogawa,101,first
Oz,76,first
Ozturk,23,first
Pacifico,139,first
Pagadala,155,first
Page,79,first
Pais,201,first
Pak,29,first
Palasciano,36,first
Palekar,130,first
Palmeri,206,first
Pan,66,first
Pantsari,68,first
Papandreou,100,first
Papatheodoridis,28,first
Paradis,390,first
Pardee,77,first
Pardina,35,first
Paredes,110,first
Park,98,first
Parnell,57,first
Pascale,57,first
Paschos,191,first
Pastore,25,first
Patel,105,first
Pathil,36,first
Patil,24,first
Patton,272,first
Pawlak,201,first
Peiseler,80,first
Pérez-Carreras,376,first
Permutt,121,first
Perumpail,42,first
Pessayre,392,first
Petäjä,20,first
Petta,356,first
Pettinelli,25,first
Peverill,65,first
Phillips,49,first
Pickhardt,42,first
Pietrangelo,34,first
Pietu,60,first
Piguet,77,first
Pihlajamäki,45,first
Pillai,34,first
Pirola,213,first
Pockros,112,first
Podrini,72,first
Polimeni,37,first
Polyzos,370,first
Poonawala,416,first
Poordad,26,first
Portillo-Sanchez,76,first
Portincasa,181,first
Pourshams,43,first
Prashanth,86,first
Preiss,200,first
Qiang,23,first
Qiu,61,first
Rabl,41,first
Rahimi,38,first
Rahman,90,first
Ramalho,126,first
Ramirez-Tortosa,43,first
Rangnekar,25,first
Rangwala,64,first
Raszeja-Wyszomirska,29,first
Ratziu,2348,first
Reddy,84,first
Reid,433,first
Rensen,176,first
Ribeireiro,22,first
Ribeiro,259,first
Richardson,251,first
Richart,48,first
Rigacci,28,first
Rinella,222,first
Ristig,40,first
Rius,32,first
Roberts,143,first
Robertson,276,first
Rodriguez,62,first
Rodríguez,23,first
Rodríguez-Hernández,27,first
Roh,87,first
Rolo,335,first
Rombouts,42,first
Romestaing,57,first
Rosmorduc,25,first
Rossi,25,first
Rosso,84,first
Roth,113,first
Rubinstein,46,first
Rubio,36,first
Sabaté,129,first
Sabuncu,114,first
Safadi,56,first
Sahai,341,first
Sahebkar,82,first
Saito,30,first
Sakaguchi,71,first
Sakurai,40,first
Salamone,134,first
Salomone,64,first
Sanderson,27,first
Sanjeevi,39,first
Sanyal,356,first
Sapp,28,first
Sarsby,37,first
Sasaki,163,first
Sass,189,first
Satapathy,278,first
Sato,121,first
Savard,92,first
Savransky,265,first
Sazci,76,first
Scaglioni,90,first
Schattenberg,202,first
Schie,21,first
Schreuder,126,first
Schultz,38,first
Schuppan,281,first
Schwartz,43,first
Schwenger,66,first
Schwimmer,502,first
Scorletti,145,first
Sebastiani,64,first
Seki,357,first
?enate?,21,first
Senturk,29,first
Seo,94,first
Serfaty,60,first
Sertoglu,29,first
Serviddio,320,first
Setji,142,first
Sevastianova,33,first
Shaffer,33,first
Shalhub,72,first
Shanab,86,first
Sharifnia,22,first
Sharma,29,first
Sheedfar,113,first
Shen,22,first
Sherif,21,first
Sheth,512,first
Shi,369,first
Shimada,480,first
Shimamura,36,first
Shindo,74,first
Shiotani,23,first
Shiri-Sverdlov,99,first
Shyangdan,49,first
Siddique,32,first
Siebler,31,first
Singal,212,first
Singh,351,first
Singhal,24,first
Smith,28,first
Sobhonslidsuk,30,first
Socha,76,first
S?oderberg,386,first
Soeda,31,first
Softic,43,first
Solga,43,first
Solhi,50,first
Solís,44,first
Song,21,first
Sookoian,1049,first
Sorbi,279,first
Sourianarayanane,32,first
Spengler,24,first
Sreekumar,143,first
Stärkel,103,first
Starley,702,first
Stein,67,first
Stine,22,first
Stojsavljevi?,260,first
Stratopoulos,73,first
Straub,35,first
Subramanian,104,first
Sugimoto,72,first
Sugino,22,first
Sumida,510,first
Sun,165,first
Sung,70,first
Surapaneni,42,first
Sutti,67,first
Suzuki,67,first
Svegliati-Baroni,370,first
Syn,405,first
Tacke,126,first
Tahan,54,first
Tailleux,107,first
Tajima,26,first
Takagi,22,first
Takahashi,397,first
Takaki,174,first
Takamatsu,90,first
Takayama,46,first
Takuma,75,first
Talwalkar,23,first
Tamimi,93,first
Tan,60,first
Tanaka,248,first
Tandra,54,first
Tang,314,first
Tanikawa,49,first
Tannapfel,58,first
Tanwar,37,first
Tarantino,32,first
Targher,522,first
Tariq,37,first
Te,72,first
Tellez-Avila,40,first
Tendler,92,first
Teoh,22,first
Tessari,157,first
Tetri,215,first
Teufel,28,first
Thakral,47,first
Thong-Ngam,41,first
Tian,46,first
Tilg,770,first
Tiniakos,45,first
Tobari,41,first
Toblli,62,first
Tokushige,152,first
Tomás,75,first
Tomita,407,first
Tordjman,73,first
Torres,334,first
Tosello-Trampont,125,first
Touzin,50,first
Townsend,21,first
Trak-Smayra,84,first
Trevaskis,75,first
Truong,40,first
Tsochatzis,182,first
Tsuchida,32,first
Tsuda,112,first
Tsujimoto,48,first
Tsukamoto,26,first
Tsuruta,24,first
Ucar,42,first
Ulitsky,25,first
Umemura,187,first
Uno,41,first
Uribe,24,first
Uslusoy,27,first
Ustundag,43,first
Uto,62,first
Uygun,195,first
Valenti,86,first
Van,510,first
Vanni,282,first
Vanwagner,69,first
Varela,26,first
Vargas,29,first
Verbeek,20,first
Verdam,65,first
Verrijken,161,first
Vescovo,36,first
Vial,26,first
Videla,53,first
Vignozzi,31,first
Vinaixa,76,first
Vizzutti,33,first
Vodkin,25,first
Vonghia,58,first
Vongsuvanh,26,first
Vos,60,first
Vuppalanchi,567,first
Wada,24,first
Wakai,28,first
Walenbergh,34,first
Wang,840,first
Wanless,127,first
Washington,88,first
Watanabe,145,first
Wattacheril,24,first
Weiner,65,first
Weingarten,22,first
White,256,first
Wieckowska,1256,first
Wieland,78,first
Wierzbicki,31,first
Williams,858,first
Willis,28,first
Willner,303,first
Win,20,first
Witek,120,first
Woods,21,first
Wortham,37,first
Wouters,312,first
Wree,358,first
Xanthakos,71,first
Xie,112,first
Xu,105,first
Yakaryilmaz,50,first
Yalamanchili,96,first
Yalniz,72,first
Yamada,22,first
Yamaguchi,607,first
Yamamoto,72,first
Yamauchi,24,first
Yamazaki,22,first
Yang,265,first
Yasui,262,first
Yatsuji,167,first
Yeh,262,first
Yilmaz,414,first
Ying,37,first
Yip,89,first
Yki-Järvinen,310,first
Yokohama,429,first
Yoneda,932,first
Yoshiike,58,first
Yoshiji,70,first
Yoshimatsu,34,first
Yoshioka,68,first
Younossi,568,first
Youssef,179,first
Yuan,21,first
Zaima,93,first
Zambon,33,first
Zarrinpar,44,first
Zatloukal,89,first
Zein,424,first
Zezos,44,first
Zhan,54,first
Zhang,212,first
Zheng,63,first
Zhu,371,first
Ziamajidi,47,first
Zimmermann,42,first
Zoller,30,first
